Name,Date,N-1_Date,N-2_DATE,N_09:30_MAX_MINUS_N-1_09:00_Open,N_09:30_Min_MINUS_N-1_09:00_Open,N-1_Close_Minus_N_09:00_To_09:30_Max,N-1_Close_Minus_N_09:00_To_09:30_Min_,N-1_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-1_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-1_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-1_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-1_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-1_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-1_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-1_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-1_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-1_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-1_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-1_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-1_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-1_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-1_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-1_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-1_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-1_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-1_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-1_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-1_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-1_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-1_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-1_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-1_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-1_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-1_09:30_Open_Minus_N-1_EOD_Close,N_09:30_MAX_MINUS_N-1_EOD_CLOSE,N_09:30_Min_MINUS_N-1_EOD_CLOSE,N-1_15:30_To_EOD_MAX_MINUS_N_09:00_OPEN,N-1_15:30_To_EOD_MIN_MINUS_N_09:00_OPEN,N-1_09:00_To_09:30_Max_Minus_N-2_09:00_Open,N-1_09:00_To_09:30_Min_Minus_N-2_09:00_Open,N-1_EOD_Close_Minus_N-1_09:00_Open,N-2_EOD_Close_Minus_N-2_09:00_Open,N-2_09:00_To_09:30_MAX_MINUS_09:00_OPEN,N-2_09:00_To_09:30_MIN_MINUS_09:00_OPEN,N-2_09:30_To_10:00_MAX_MINUS_09:30_OPEN,N-2_09:30_To_10:00_MIN_MINUS_09:30_OPEN,N-2_10:00_To_10:30_MAX_MINUS_10:00_OPEN,N-2_10:00_To_10:30_MIN_MINUS_10:00_OPEN,N-2_10:30_To_11:00_MAX_MINUS_10:30_OPEN,N-2_10:30_To_11:00_MIN_MINUS_10:30_OPEN,N-2_11:00_To_11:30_MAX_MINUS_11:00_OPEN,N-2_11:00_To_11:30_MIN_MINUS_11:00_OPEN,N-2_11:30_To_12:00_MAX_MINUS_11:30_OPEN,N-2_11:30_To_12:00_MIN_MINUS_11:30_OPEN,N-2_12:00_To_12:30_MAX_MINUS_12:00_OPEN,N-2_12:00_To_12:30_MIN_MINUS_12:00_OPEN,N-2_12:30_To_13:00_MAX_MINUS_12:30_OPEN,N-2_12:30_To_13:00_MIN_MINUS_12:30_OPEN,N-2_13:00_To_13:30_MAX_MINUS_13:00_OPEN,N-2_13:00_To_13:30_MIN_MINUS_13:00_OPEN,N-2_13:30_To_14:00_MAX_MINUS_13:30_OPEN,N-2_13:30_To_14:00_MIN_MINUS_13:30_OPEN,N-2_14:00_To_14:30_MAX_MINUS_14:00_OPEN,N-2_14:00_To_14:30_MIN_MINUS_14:00_OPEN,N-2_14:30_To_15:00_MAX_MINUS_14:30_OPEN,N-2_14:30_To_15:00_MIN_MINUS_14:30_OPEN,N-2_15:00_To_15:30_MAX_MINUS_15:00_OPEN,N-2_15:00_To_15:30_MIN_MINUS_15:00_OPEN,N-2_09:30_Open_Minus_N-2_EOD_Close,N-2_15:30_To_EOD_MAX_MINUS_N-1_09:00_OPEN,N-2_15:30_To_EOD_MIN_MINUS_N-1_09:00_OPEN,N_09:00_To_13:45_Max_Minus_N-1_Close,N_09:00_To_13:45_Min_Minus_N-1_Close,N-1_Close_Minus_N_09:00_To_15:00_Max,N-1_Close_Minus_N_09:00_To_15:00_Min_,N_09:00_To_09:30_Max_Minus_09:00_Open,N_09:00_To_09:30_Min_Minus_09:00_Open,N_09:00_To_13:45_Max_Minus_09:00_Open,N_09:00_To_13:45_Min_Minus_09:00_Open,N_09:00_To_15:00_Max_Minus_09:00_Open,N_09:00_To_15:00_Min_Minus_09:00_Open,N_09:30_To_13:45_Max_Minus_N_09:30_Open,N_09:30_To_13:45_Min_Minus_N_09:30_Open,N_09:30_To_15:00_Max_Minus_N_09:30_Open,N_09:30_To_15:00_Min_Minus_N_09:30_Open,N_DAY_MAX_GRT_N-1_DAY_MAX,N_DAY_MIN_LT_N-1_DAY_MIN
PNB,20190314,20190313,20190312,-8415,-8415,-8385,-8385,0.176,-1.188,0.645,-0.355,0.118,-1.501,0.77,0,0.237,-0.358,0.119,-0.299,-0.119,-0.418,0.238,-0.06,0.534,-0.06,1.866,-0.358,0.873,-0.472,0.234,-0.77,0.763,0.059,0.118,-8385,-8385,-0.118,98.473,-1.641,-3.03,-0.354,-1.522,0.744,-0.231,0.173,-0.698,0.174,-0.641,0.521,-0.058,0,-0.937,0,-0.824,0.41,-0.413,0.584,0,1.099,-0.059,0.174,-0.35,0,-0.408,0.232,-0.292,-0.058,-1.296,1.386,0.293,-0.059,-8385,-8385,-8385,-8385,0,0,0,0,0,0,0,0,0,0,0,1
POWERGRID,20190313,20190312,20190311,1.665,-0.697,0.958,-1.42,2.035,0,1.245,0.176,0.644,-0.753,0.075,-0.703,0.175,-0.656,-0.126,-0.863,0.353,-0.817,0.277,-0.203,0.076,-0.228,0.101,-0.712,0.102,-0.562,0.455,-0.051,0,-0.74,-0.968,0.958,-1.42,0.839,-0.641,5.452,3.488,0.713,3.165,0.423,-0.213,0.58,0.08,0.422,0.053,0.525,-0.026,0.627,-0.105,0.468,-0.078,0.364,-0.131,1.105,-0.234,0.512,-0.077,0.282,-0.18,0.511,0.026,0.332,-0.334,0.23,-0.516,-3.077,-0.335,-0.335,0.958,-1.683,0.958,-1.683,0.328,-2.066,0.328,-2.33,0.328,-2.33,-0.179,-1.476,-0.179,-1.476,0,1
POWERGRID,20190314,20190313,20190312,-19660,-19660,-19375,-19375,0.328,-2.066,-0.179,-0.953,0.282,-0.155,0.103,-0.361,0.257,-0.18,0.051,-0.776,0.412,-0.155,0.155,-0.052,0.051,-0.232,0.103,-0.103,0.103,-0.336,0.18,-0.233,0.768,-0.026,-0.616,-19375,-19375,-1.463,98.052,1.665,-0.697,-1.463,0.713,2.035,0,1.245,0.176,0.644,-0.753,0.075,-0.703,0.175,-0.656,-0.126,-0.863,0.353,-0.817,0.277,-0.203,0.076,-0.228,0.101,-0.712,0.102,-0.562,0.455,-0.051,0,-0.74,0.958,-0.509,-0.637,-19375,-19375,-19375,-19375,0,0,0,0,0,0,0,0,0,0,0,1
RCOM,20190313,20190312,20190311,-5.825,-9,0.971,-2,1.802,-0.926,0,-4.808,1.887,-0.971,0,-1.961,1.887,-0.971,0,-0.962,0,-0.962,0,-0.962,0.952,0,0,-1.942,0,-0.962,0.952,-2.97,0,-0.98,-6.863,0.971,-2,-5.825,-0.917,-4.505,-7.407,-6.863,-8.411,1.695,-2.655,0.862,-0.877,0.862,-0.877,0,-0.87,0,-0.87,0,-2.655,0,-1.786,0,-4.587,0,-0.901,0.885,-1.818,0.901,-2.804,0,-2.804,0,-2.857,6.957,-1.869,-2.83,0.971,-6.25,0.971,-6.25,0,-3,0,-7.292,0,-7.292,0,-6.25,0,-6.25,0,1
RCOM,20190314,20190313,20190312,-415,-415,-390,-390,0,-3,0,-0.99,0,-0.99,0.98,-2.02,0.99,-1.01,0,-3.093,-1.01,-3.093,0,-2.062,1.01,-2.083,0,-1.031,0,-1.031,0,-1.031,1.01,-1.031,-4.082,-390,-390,-4.04,75.728,-5.825,-9,-5.102,-6.863,1.802,-0.926,0,-4.808,1.887,-0.971,0,-1.961,1.887,-0.971,0,-0.962,0,-0.962,0,-0.962,0.952,0,0,-1.942,0,-0.962,0.952,-2.97,0,-0.98,6.422,0,-0.98,-390,-390,-390,-390,0,0,0,0,0,0,0,0,0,0,0,1
RELCAPITAL,20190313,20190312,20190311,-1.632,-3.071,-0.053,-1.469,0.771,-1.047,1.489,-0.314,0.232,-0.625,0.182,-0.182,0.078,-0.549,0.261,-0.631,2.408,-0.528,0.39,-0.052,0.13,-0.34,0.364,-0.131,0.078,-0.418,0.519,-0.131,0.026,-2.021,-0.947,-0.053,-1.469,-1.579,-0.466,4.113,2.356,-1.579,2.33,2.763,-0.269,0.209,-1.085,1.069,-0.185,0.985,-0.105,0.39,-0.235,0.363,-0.946,0.052,-1.14,0.892,-0.319,0.498,-0.158,0,-0.902,0.709,-0.159,0.368,-0.079,0.912,-0.026,0.052,-1.074,-1.074,0.21,-1.74,0.21,-1.74,0.474,-0.935,0.735,-1.205,0.735,-1.205,0.84,-1.098,0.84,-1.098,0,1
RELCAPITAL,20190314,20190313,20190312,-18800,-18800,-18675,-18675,0.474,-0.935,0.632,-0.426,0.45,-0.75,1.313,-0.267,0.29,-0.479,0.186,-0.213,0.159,-0.267,0.212,-0.08,0.344,-0.186,0.659,-0.053,0.159,-0.694,0.424,-0.213,0.292,-0.509,-0.559,-18675,-18675,-0.666,98.624,-1.632,-3.071,-0.666,-1.579,0.771,-1.047,1.489,-0.314,0.232,-0.625,0.182,-0.182,0.078,-0.549,0.261,-0.631,2.408,-0.528,0.39,-0.052,0.13,-0.34,0.364,-0.131,0.078,-0.418,0.519,-0.131,0.026,-2.021,0.938,0.526,-0.478,-18675,-18675,-18675,-18675,0,0,0,0,0,0,0,0,0,0,0,1
RELIANCE,20190313,20190312,20190311,3.305,0.983,2.107,-0.245,0.886,-0.061,0.087,-0.471,0.37,-0.217,0.496,-0.144,0.015,-0.427,0.29,-0.162,0.038,-0.417,0.128,-0.186,0.305,-0.042,-0.008,-0.383,0.437,-0.045,0.458,-0.049,0.367,0.026,0.695,2.107,-0.245,1.224,-0.544,4.228,3.314,1.224,2.561,1.29,-0.213,0.361,-0.164,0.346,-0.074,0.38,-0.031,0.039,-0.378,0.21,0.023,0.136,-0.051,0.198,0.027,0.44,-0.035,0.185,-0.404,0.108,-0.287,0.335,-0.186,1.204,-0.069,-1.645,-0.42,-0.84,2.107,-0.245,2.107,-0.245,1.618,-0.745,1.618,-0.745,1.618,-0.745,0.905,-0.527,0.905,-0.527,1,0
RELIANCE,20190314,20190313,20190312,-133700,-133700,-134630,-134630,1.618,-0.745,0.432,-0.015,0.019,-0.666,0.045,-0.44,0.187,-0.169,0.071,-0.124,0.049,-0.131,0.007,-0.079,0.6,-0.007,0.441,-0.093,0.115,-0.231,0.423,-0.093,0.385,-0.171,0.861,-134630,-134630,0.815,100.62,3.305,0.983,0.69,1.224,0.886,-0.061,0.087,-0.471,0.37,-0.217,0.496,-0.144,0.015,-0.427,0.29,-0.162,0.038,-0.417,0.128,-0.186,0.305,-0.042,-0.008,-0.383,0.437,-0.045,0.458,-0.049,0.367,0.026,-0.7,-0.499,-0.537,-134630,-134630,-134630,-134630,0,0,0,0,0,0,0,0,0,0,0,1
RELINFRA,20190313,20190312,20190311,-1.74,-3.382,0.719,-0.884,0.921,-0.674,0.889,0,0.223,-0.524,0.037,-0.867,0.112,-0.263,0.263,-0.491,1.155,-0.075,0.262,-0.338,0.3,-0.038,0.075,-0.68,0.562,-0.189,0.374,0,-0.038,-3.333,-1.943,0.719,-0.884,-2.476,-1.301,7.182,5.689,-2.476,4.726,3.374,-0.279,-0.154,-1.4,1.925,-0.077,0.377,-0.686,1.536,-0.152,0.672,-0.151,0.15,-1.062,0.453,-0.648,0.528,-0.152,0.076,-0.954,0.87,0.076,0.491,-0.381,1.015,-0.305,-1.419,-1.242,-1.701,0.943,-0.884,0.943,-1.665,0,-1.614,0.226,-1.614,0.226,-2.401,0.943,-0.845,0.943,-1.665,0,0
RELINFRA,20190314,20190313,20190312,-13120,-13120,-12880,-12880,0,-1.614,0.943,-0.229,0.607,-0.73,0.834,-0.191,0.115,-0.038,0.153,-0.191,0.267,-0.115,0.229,-0.038,0.115,-0.191,0.833,-0.23,0.229,-1.317,0.499,-0.271,0.192,-0.464,-1.117,-12880,-12880,-1.849,97.277,-1.74,-3.382,-1.849,-2.476,0.921,-0.674,0.889,0,0.223,-0.524,0.037,-0.867,0.112,-0.263,0.263,-0.491,1.155,-0.075,0.262,-0.338,0.3,-0.038,0.075,-0.68,0.562,-0.189,0.374,0,-0.038,-3.333,1.906,-0.724,-1.342,-12880,-12880,-12880,-12880,0,0,0,0,0,0,0,0,0,0,0,1
RPOWER,20190313,20190312,20190311,-0.415,-2.979,1.245,-1.277,1.224,-0.415,0,-1.667,0,-0.833,0.415,-0.84,0.417,-0.42,0,-0.42,0.833,0,0,-0.418,1.24,-0.42,2.033,-0.417,0,-0.83,0,-0.833,0,-2.119,-2.521,1.245,-1.277,-1.681,-1.24,3.673,2.075,-1.681,1.255,2.881,-1.288,1.619,-0.83,0.813,-1.245,0.41,-0.83,0,-0.83,0.413,-0.417,0,-0.837,0.83,-0.844,0,-0.84,0.417,-0.42,0.417,-0.42,0.417,-0.42,0.417,-0.42,1.646,-1.255,-1.681,1.245,-2.586,1.245,-3.93,0.415,-2.128,0.415,-3.448,0.415,-4.803,0.422,-1.724,0.422,-3.057,0,1
RPOWER,20190314,20190313,20190312,-1100,-1100,-1050,-1050,0.415,-2.128,0.422,-1.724,0.426,-0.429,0.847,-0.429,0,-0.427,0.426,0,0.847,-0.429,0.426,-0.429,0.426,-0.429,0.426,-0.429,0.851,-1.747,0.431,-0.873,0.862,-0.437,-2.609,-1050,-1050,-4.348,87.083,-0.415,-2.979,-4.348,-1.681,1.224,-0.415,0,-1.667,0,-0.833,0.415,-0.84,0.417,-0.42,0,-0.42,0.833,0,0,-0.418,1.24,-0.42,2.033,-0.417,0,-0.83,0,-0.833,0,-2.119,2.459,-0.84,-1.266,-1050,-1050,-1050,-1050,0,0,0,0,0,0,0,0,0,0,0,1
SAIL,20190313,20190312,20190311,-1.548,-3.914,-0.182,-2.516,0.446,-0.814,0.895,-0.272,0.448,-0.361,0.358,-0.27,0.359,-0.09,0.538,-0.726,0.361,-0.272,0.09,-0.729,0.181,-0.273,0.272,-0.182,0.811,-0.365,0.717,-0.272,-0.09,-1.464,-0.636,-0.182,-2.516,-1.364,0.179,4.018,2.803,-1.364,2.361,0.83,-0.093,0.368,-0.743,0.828,-0.186,0.092,-0.277,0.64,-0.185,1.444,-0.092,0.271,-0.639,0.363,-0.091,0.633,-0.182,0.361,-0.638,0.272,-0.365,0.362,-0.273,0.271,-0.455,-1.568,-0.905,-1.272,-0.182,-5.566,-0.182,-5.566,0,-2.33,0,-5.374,0,-5.374,0.552,-3.743,0.552,-3.743,0,1
SAIL,20190314,20190313,20190312,-5390,-5390,-5165,-5165,0,-2.33,0.552,-1.028,-0.093,-2.095,0.378,-0.765,0.475,-0.576,0.285,-0.191,0.095,-0.384,0.286,-0.192,0.57,-0.096,0.474,-0.191,0.378,-0.381,0.848,-0.19,0.189,-0.858,-2.659,-5165,-5165,-4.274,93.898,-1.548,-3.914,-4.274,-1.364,0.446,-0.814,0.895,-0.272,0.448,-0.361,0.358,-0.27,0.359,-0.09,0.538,-0.726,0.361,-0.272,0.09,-0.729,0.181,-0.273,0.272,-0.182,0.811,-0.365,0.717,-0.272,-0.09,-1.464,0.632,0.182,0.182,-5165,-5165,-5165,-5165,0,0,0,0,0,0,0,0,0,0,0,1
SBIN,20190313,20190312,20190311,-0.26,-0.837,0.468,-0.105,0.31,-0.312,0.208,-0.296,0.208,-0.122,0.345,-0.226,-0.121,-0.382,0.052,-0.541,0.261,-0.385,0.279,-0.21,0.261,-0.105,0.313,-0.105,0.07,-0.296,0.174,-0.105,0.122,-0.279,-0.523,0.468,-0.105,-0.592,-0.467,1.897,1.284,-0.732,1.027,0.385,-0.317,1.179,0,0.329,-0.052,0.208,-0.331,0.017,-0.4,0.035,-0.157,0.052,-0.157,0.035,-0.174,0.243,0.035,0.225,-0.366,0.192,-0.052,0.191,-0.087,0.278,-0.279,-0.789,-0.574,-0.714,0.468,-0.773,1.713,-0.773,0,-0.576,0,-1.247,1.25,-1.247,0.416,-0.79,1.696,-0.79,1,1
SBIN,20190314,20190313,20190312,-28725,-28725,-29215,-29215,0,-0.576,0.416,-0.017,-0.07,-0.613,0.227,-0.088,0.035,-0.298,0.367,0.035,0,-0.14,0.122,-0.246,0.175,-0.123,1.193,-0.175,0.944,-0.313,0.548,-0.103,1.172,0.308,2.115,-29215,-29215,1.906,101.353,-0.26,-0.837,1.671,-0.732,0.31,-0.312,0.208,-0.296,0.208,-0.122,0.345,-0.226,-0.121,-0.382,0.052,-0.541,0.261,-0.385,0.279,-0.21,0.261,-0.105,0.313,-0.105,0.07,-0.296,0.174,-0.105,0.122,-0.279,0.52,-0.331,-0.471,-29215,-29215,-29215,-29215,0,0,0,0,0,0,0,0,0,0,0,1
SIEMENS,20190313,20190312,20190311,-0.619,-1.813,0.388,-0.794,0.188,-1.121,0.875,-0.114,0.325,-0.118,0.019,-0.455,0.737,0,0.117,-0.958,0.142,-0.238,0.052,-0.486,0.028,-0.181,0.313,-0.105,0.024,-0.204,0.194,-0.186,0.459,-0.086,0.014,0.388,-0.794,-0.853,-0.117,3.954,2.694,-1.011,3.077,0.929,0,0.28,-0.33,0.602,-0.058,0.384,-0.125,0.493,0.005,0.081,-0.346,0.024,-0.216,0.129,-0.082,0.014,-0.134,0.129,-0.313,0.526,-0.029,1.313,-0.225,0.937,-0.281,-2.27,-0.724,-0.724,1.464,-0.794,1.464,-0.794,0.27,-0.914,1.347,-0.914,1.347,-0.914,1.871,-0.091,1.871,-0.091,1,1
SIEMENS,20190314,20190313,20190312,-105360,-105360,-105275,-105275,0.27,-0.914,1.126,-0.091,0.17,-0.418,0.095,-0.138,0.284,-0.014,0.095,-0.095,1.319,-0.18,0,-0.19,0.204,-0.085,0.095,0,0.052,-0.043,0.057,-0.062,0.1,-0.095,0.451,-105275,-105275,-0.081,99.825,-0.619,-1.813,-0.081,-1.011,0.188,-1.121,0.875,-0.114,0.325,-0.118,0.019,-0.455,0.737,0,0.117,-0.958,0.142,-0.238,0.052,-0.486,0.028,-0.181,0.313,-0.105,0.024,-0.204,0.194,-0.186,0.459,-0.086,-0.014,0.038,-0.119,-105275,-105275,-105275,-105275,0,0,0,0,0,0,0,0,0,0,0,1
SUNPHARMA,20190313,20190312,20190311,2.105,0.289,0.989,-0.847,0.215,-0.562,0.054,-0.476,0.867,-0.238,0.448,-0.29,0.319,-0.299,0.181,-0.493,0.299,-0.183,0.68,-0.128,0.032,-0.406,0.149,-0.214,0.562,-0.064,0.202,-0.043,0.265,-0.277,1.191,0.989,-0.847,1.274,-0.624,2.114,1.352,1.127,0.718,0.534,-0.474,0.175,-0.395,0.511,-0.033,0.381,-0.153,0.478,0.044,0.043,-0.294,0.185,-0.12,0,-0.284,0.444,-0.098,0.108,-0.327,0.195,-0.163,0.033,-0.294,0.185,-0.316,-0.404,-1.208,-1.307,0.989,-1.118,0.989,-2.239,0.379,-1.469,0.379,-1.742,0.379,-2.87,0.422,-1.376,0.422,-2.5,1,1
SUNPHARMA,20190314,20190313,20190312,-47220,-47220,-45550,-45550,0.379,-1.469,0.422,-0.49,0.053,-0.903,0.701,-0.032,0.287,-0.385,0.33,-0.032,0.032,-0.256,0.075,-0.31,0.181,-0.118,0.584,0.096,0.042,-0.685,0,-1.63,0.173,-2.055,-3.286,-45550,-45550,-3.658,96.069,2.105,0.289,-3.658,1.127,0.215,-0.562,0.054,-0.476,0.867,-0.238,0.448,-0.29,0.319,-0.299,0.181,-0.493,0.299,-0.183,0.68,-0.128,0.032,-0.406,0.149,-0.214,0.562,-0.064,0.202,-0.043,0.265,-0.277,-1.205,-0.467,-0.617,-45550,-45550,-45550,-45550,0,0,0,0,0,0,0,0,0,0,0,1
SUNTV,20190313,20190312,20190311,0.515,-1.402,0.676,-1.238,0.873,0,0.217,-0.682,0.711,-0.194,0.128,-0.599,0.233,-0.51,0.282,-0.822,0.685,-0.008,0.347,-0.024,-0.04,-0.243,0,-0.325,0.787,-0.081,0.04,-0.541,0.048,-1.345,-0.437,0.676,-1.238,-0.162,-0.97,3.638,2.789,-0.162,2.521,0.767,-0.687,0.041,-0.733,0.913,-0.241,0.549,-0.115,0.547,0,0.098,-0.189,0.074,-0.279,1.222,-0.139,0.783,-0.106,0.081,-0.645,0.373,-0.057,0.081,-0.269,0.806,-0.277,-1.959,-0.276,-0.276,0.676,-1.404,0.676,-1.404,0.121,-1.803,0.121,-1.97,0.121,-1.97,0.332,-0.985,0.332,-0.985,0,1
SUNTV,20190314,20190313,20190312,-62000,-62000,-61155,-61155,0.121,-1.803,0.332,-0.564,0.528,-0.567,0.674,-0.271,0.146,-0.401,0.179,-0.041,0.236,-0.262,0.179,-0.18,0.22,-0.123,0.399,0.025,0.114,-0.369,0.455,-0.016,0.285,-0.27,-0.4,-61155,-61155,-1.379,98.309,0.515,-1.402,-1.379,-0.162,0.873,0,0.217,-0.682,0.711,-0.194,0.128,-0.599,0.233,-0.51,0.282,-0.822,0.685,-0.008,0.347,-0.024,-0.04,-0.243,0,-0.325,0.787,-0.081,0.04,-0.541,0.048,-1.345,0.435,-0.559,-0.976,-61155,-61155,-61155,-61155,0,0,0,0,0,0,0,0,0,0,0,1
TATAGLOBAL,20190313,20190312,20190311,1.039,-0.269,0.943,-0.367,0.727,-0.689,0.828,-0.271,0.196,-0.295,0.195,-0.344,0.196,-0.197,0.561,-0.221,0.948,0,0.146,-0.269,0.073,-0.466,-0.122,-0.664,0.293,-0.147,0.512,-0.172,0.146,-0.244,0.586,0.943,-0.367,0.098,-0.464,6.862,5.534,0.098,5.16,1.361,0,0.664,-0.335,1.17,-0.206,0.958,-0.025,0.504,-0.382,0.702,-0.152,2,-0.126,0.345,-0.723,0.592,-0.124,0.025,-1.102,0.496,-0.05,0.641,-0.199,0.369,-0.322,-4.167,-0.837,-1.086,1.844,-0.367,1.844,-1.21,0.556,-0.759,1.461,-0.759,1.461,-1.605,2.036,-0.049,2.036,-1.013,1,1
TATAGLOBAL,20190314,20190313,20190312,-20470,-20470,-20185,-20185,0.556,-0.759,1.706,-0.049,0.12,-1.121,0.411,-0.243,0.17,-0.66,0.652,-0.097,0.958,-0.073,0.072,-0.386,0.265,-0.582,0.387,-0.219,0.049,-0.611,0.049,-1.309,0.196,-0.47,-0.813,-20185,-20185,-1.33,98.128,1.039,-0.269,-1.405,0.098,0.727,-0.689,0.828,-0.271,0.196,-0.295,0.195,-0.344,0.196,-0.197,0.561,-0.221,0.948,0,0.146,-0.269,0.073,-0.466,-0.122,-0.664,0.293,-0.147,0.512,-0.172,0.146,-0.244,-0.589,-0.39,-0.464,-20185,-20185,-20185,-20185,0,0,0,0,0,0,0,0,0,0,0,1
TATAMOTORS,20190313,20190312,20190311,0.27,-1.263,0.054,-1.483,0.62,-0.217,0.378,-0.518,0.216,-0.271,0.78,-0.027,0.081,-0.433,0.189,-0.571,0.433,0.054,0.216,-0.108,0.243,-0.163,0.35,-0.027,-0.027,-0.27,0.538,-0.027,0.054,-0.57,0.162,0.054,-1.483,0.216,-0.027,1.913,1.087,0.216,-0.082,0.817,-0.442,0.652,-0.744,0.3,-0.11,0.3,0.027,0.245,-0.357,1.192,0.055,0.082,-0.741,0.137,-0.44,0.164,-0.055,0.082,-0.219,0,-0.192,0.082,-0.192,0,-0.773,0.52,-1.402,-1.402,0.054,-2.439,0.054,-2.439,0.216,-1.318,0.216,-2.273,0.216,-2.273,0.409,-1.247,0.409,-1.247,0,1
TATAMOTORS,20190314,20190313,20190312,-18350,-18350,-18070,-18070,0.216,-1.318,0.409,-0.247,-0.165,-1.192,0.357,-0.304,0.357,0,0.137,-0.11,0.055,-0.331,0.138,-0.028,0.548,-0.055,0.437,-0.082,0.082,-0.523,0.247,-0.193,0.165,-0.414,-0.523,-18070,-18070,-1.541,97.751,0.27,-1.263,-1.541,0.216,0.62,-0.217,0.378,-0.518,0.216,-0.271,0.78,-0.027,0.081,-0.433,0.189,-0.571,0.433,0.054,0.216,-0.108,0.243,-0.163,0.35,-0.027,-0.027,-0.27,0.538,-0.027,0.054,-0.57,-0.163,0.162,-0.027,-18070,-18070,-18070,-18070,0,0,0,0,0,0,0,0,0,0,0,1
TATAMTRDVR,20190313,20190312,20190311,-0.536,-2.626,0.429,-1.641,0.319,-0.59,0.319,-0.321,0.213,-0.214,0.848,-0.214,0.106,-0.374,0.16,-0.59,0.481,0.054,0.32,-0.161,0.107,-0.268,0.373,-0.054,0.16,-0.321,0.266,-0.375,0.107,-1.082,-0.807,0.429,-1.641,-0.806,0,1.86,0.965,-0.969,0.324,0.592,-0.654,0.751,-0.271,0.323,0,0.269,-0.162,0.162,-0.217,0.751,-0.054,0,-0.379,0.27,-0.108,0.216,-0.054,0.162,-0.108,0.324,-0.271,0.27,-0.108,0.323,-0.27,-0.162,-1.241,-1.241,0.429,-2.313,0.429,-2.313,0.429,-1.641,0.429,-2.313,0.429,-2.313,0.379,-1.211,0.379,-1.211,0,1
TATAMTRDVR,20190314,20190313,20190312,-9190,-9190,-9020,-9020,0.429,-1.641,0.379,-0.437,-0.328,-1.101,0.273,-0.385,0.328,0,0.273,-0.055,0,-0.385,0.274,0,0.383,-0.055,0.599,0.055,0.109,-0.44,0.219,-0.11,0.438,0,-0.768,-9020,-9020,-1.864,96.986,-0.536,-2.626,-1.864,-0.969,0.319,-0.59,0.319,-0.321,0.213,-0.214,0.848,-0.214,0.106,-0.374,0.16,-0.59,0.481,0.054,0.32,-0.161,0.107,-0.268,0.373,-0.054,0.16,-0.321,0.266,-0.375,0.107,-1.082,0.801,0.161,0,-9020,-9020,-9020,-9020,0,0,0,0,0,0,0,0,0,0,0,1
TATAPOWER,20190313,20190312,20190311,1.437,0.208,-0.411,-1.663,1.639,-0.069,0.273,-0.966,0.137,-0.551,0.274,-0.137,0,-0.69,0,-0.761,0.207,-0.485,0.548,-0.276,0.478,-0.069,0.068,-0.343,0.137,-0.137,1.084,0,0.405,-1.167,0.273,-0.411,-1.663,1.84,0.625,3.415,1.737,1.84,1.395,0.352,-0.569,0.631,-0.496,0.769,-0.141,0.488,-0.351,0.348,-0.21,0.348,-0.14,0,-0.632,0.21,-0.211,0.348,-0.21,0.139,-0.491,0.348,-0.21,0.416,-0.139,-0.069,-0.769,-1.2,-0.418,-0.418,1.279,-1.663,1.478,-1.663,0.205,-1.04,1.884,-1.04,2.082,-1.04,1.884,-0.206,2.082,-0.206,1,0
